5	1260	
id	mapid	priority	data	poly
996	300350000	30	70898	160,360;1914.17,934.84;1930.22,934.54;1930.34,923.41;1967.7,923.5;1968,934.25;1982.46,934.82;1982.38,958.83;1966.95,958.55;1967.33,969.93;1930.73,970.46;1930.35,958.26;1914.42,958.55
997	300350000	10	70899	160,360;1914.25,1201.25;1912.5,1239.5;1917,1247;1924.75,1249.75;1938.75,1250;1951.5,1250.25;1955.5,1221.5;1951,1203.75
998	300350000	1	70900	1,801;505.37,118.48;506.08,404.88;870.26,414.78;870.26,122.72
999	300350000	1	70901	1,381;1296.14,1027.61;1294.36,1067.5;1290.36,1085.36;1303.9,1116.41;1347.92,1114.99;1376.79,1095.1;1372.96,1075.84;1374.8,1044.23;1343.81,1023.57
1000	300350000	1	70902	1,401;611.35,1698.32;585.92,1781.31;612.12,1858.12;710.78,1861.46;767.56,1782.33;714.63,1698.07
1001	300350000	2	70903	1,171;569.68,1639.98;568.54,1910.4;784.06,1916.56;793.32,1653.21
1002	300350000	1	70904	1,701;1080.48,735.84;1087.67,1435.08;1731.21,1434.34;1719.69,733.85
1003	300350000	1	70905	1,701;1454.88,1437.61;1432.78,2053.89;2057.41,2057.15;2072.56,1442.06
1004	300360000	1	70906	0.2,700.2;-25.94,952.17;-60.94,1668.56;704.45,1586.89;711.45,809.83
1005	300360000	20	70907	0.1,172.1;18.64,1012.55;563.25,971.55;630.6,1513.24;331.94,1615.72;-66.27,1548.38
1006	300360000	1	70908	0.1,600.1;1546.99,692.28;1543.17,1361.24;2040.11,1384.18;2059.22,688.46
1007	300360000	1	70909	0.1,700.1;602.48,1664.52;594.14,1949.34;806.27,1957.68;827.72,1668.09
1008	300360000	1	70910	0.1,600.1;1698.43,1539.65;1688.15,1924.4;1978.92,1949.37;1959.83,1489.72
1009	300420000	20	70911	160,281;1891.59,1161.15;1919.37,1166.87;1964.56,1166.66;1965.88,1196.37;1981.46,1197.67;1982.39,1214.37;1964.77,1216.78;1964.77,1241.27;1942.83,1271.31;1870.06,1298.9;1870.76,1191.54
1010	300420000	20	70912	160,360;1898.29,854.88;1897.2,898.8;1920.52,919.13;2004.02,920.22;2004.29,973.63;1956.3,972.81;1882.84,972.54;1882.29,1009.41;2015.68,1011.31;2016.49,855.43
1011	300420000	1	70913	160,360;1877.78,833.52;1873.39,1027.81;2023.51,1032.37;2025.43,833.23
1012	300420000	1	70914	160,360;1922.09,1151.25;1924.98,1205.92;1941.12,1206.65;1938.47,1165.94;1964.96,1165.94;1964.96,1196.29;1982.3,1198.69;1980.38,1233.62;1971.95,1253.61;1971.22,1267.1;1964.24,1266.45;1963.6,1222.39;1951.16,1222.04;1951.2,1252.55;1936.75,1246.25;1926,1246;1911.78,1250.51;1913.75,1234;1913.67,1222.11;1899.45,1221.33;1880.63,1229.02;1880.84,1250.62;1897.31,1250.84;1899.23,1267.51;1939.91,1266.85;1938.23,1289.49;1988.32,1291.66;1997.24,1190.26;1985.68,1149.56
1013	300420000	30	70915	160,360;1914.17,934.84;1930.22,934.54;1930.34,923.41;1967.7,923.5;1968,934.25;1982.46,934.82;1982.38,958.83;1966.95,958.55;1967.33,969.93;1930.73,970.46;1930.35,958.26;1914.42,958.55
1014	300420000	10	70916	160,360;1914.25,1201.25;1912.5,1239.5;1917,1247;1924.75,1249.75;1938.75,1250;1951.5,1250.25;1955.5,1221.5;1951,1203.75
1015	300420000	1	70917	1,801;505.37,118.48;506.08,404.88;870.26,414.78;870.26,122.72
1016	300420000	1	70918	1,381;1296.14,1027.61;1294.36,1067.5;1290.36,1085.36;1303.9,1116.41;1347.92,1114.99;1376.79,1095.1;1372.96,1075.84;1374.8,1044.23;1343.81,1023.57
1017	300420000	1	70919	1,401;611.35,1698.32;585.92,1781.31;612.12,1858.12;710.78,1861.46;767.56,1782.33;714.63,1698.07
1018	300420000	2	70920	1,171;569.68,1639.98;568.54,1910.4;784.06,1916.56;793.32,1653.21
1019	300420000	1	70921	1,701;1080.48,735.84;1087.67,1435.08;1731.21,1434.34;1719.69,733.85
1020	300420000	1	70922	1,701;1454.88,1437.61;1432.78,2053.89;2057.41,2057.15;2072.56,1442.06
1021	300430000	1	70923	0.2,700.2;-25.94,952.17;-60.94,1668.56;704.45,1586.89;711.45,809.83
1022	300430000	20	70924	0.1,172.1;18.64,1012.55;563.25,971.55;630.6,1513.24;331.94,1615.72;-66.27,1548.38
1023	300430000	1	70925	0.1,600.1;1546.99,692.28;1543.17,1361.24;2040.11,1384.18;2059.22,688.46
1024	300430000	1	70926	0.1,700.1;602.48,1664.52;594.14,1949.34;806.27,1957.68;827.72,1668.09
1025	300430000	1	70927	0.1,600.1;1698.43,1539.65;1688.15,1924.4;1978.92,1949.37;1959.83,1489.72
1026	310010000	1	70928	179.9,240;199,206;205,298;263,325;319,310;321,241;324,201;286,184;255,196
1027	310010000	1	70929	0.1,1000.1;-35.88,-96;-33.88,578.88;709.5,576.5;721.25,-95.13
1028	310020000	1	70930	179.9,240;199,206;205,298;263,325;319,310;321,241;324,201;286,184;255,196
1029	310020000	1	70931	0.1,1000.1;-35.88,-96;-33.88,578.88;709.5,576.5;721.25,-95.13
1030	310030000	1	70932	0.1,800.1;-587,-789;-585.02,1265.25;1055.41,1265.25;1055.41,-789
1031	310030000	1	70933	180,250;196.41,229.96;193.81,268.6;206.45,289.75;265.61,306.43;288.03,293.87;299.47,258.35;298.52,213.09;233.07,187.62
1032	310040000	1	70934	0.1,800.1;-587,-789;-585.02,1265.25;1055.41,1265.25;1055.41,-789
1033	310040000	1	70935	180,250;196.41,229.96;193.81,268.6;206.45,289.75;265.61,306.43;288.03,293.87;299.47,258.35;298.52,213.09;233.07,187.62
1034	310050000	1	70936	0.1,300.1;152.5,134.77;153.03,384.74;366,381.56;390.76,244.49;390.96,215.05;394.06,136.56
1035	310060000	0	70937	1115.24,1243.25;1757.5,743.13;1783.55,733.65;1824.22,737.51;1842.22,733.81;1870.04,748.12;1872.13,769.34;1860.39,786.7;1850.58,816.92;1843.99,829.62;1811.2,826.73;1782.1,817.41;1761.52,801.01;1748.98,780.43;1747.22,759.21
1036	310060000	4	70938	1217.73,1269.73;1661.9,748.92;1647.72,751.84;1652.3,800.27;1671.41,807.59;1694.14,836.45;1710.05,839.68;1716.7,833.69;1728.28,821.72;1735.2,801.54;1719.31,784.77;1725.44,748.25;1730.95,743.03;1727.11,728.07;1725.3,728.8;1707.81,709.32;1694.45,710.06;1678.39,730.48
1037	310060000	3	70939	1370,1435;1696.23,758.74;1694.67,779.36;1699.66,797.62;1717.15,812.83;1729.75,818.93;1737.99,815.89;1743.41,815.56;1754.42,815.56;1757.1,802.11;1753.45,758.46;1719.17,744.01
1038	310060000	10	70940	1074.16,1169.16;1918.68,840.63;1930.41,865.25;1948.52,847.19;1949.73,827.78;1957.55,813.58;2006.52,709.83;1953.3,680.43;1904.03,668.89;1893.35,697.35;1876.32,734.97;1868.88,775.46;1863.95,787.59;1850.5,818.92;1855.07,823.01;1876.48,830.33;1900.34,844.6
1039	310060000	16	70941	1083.47,1208.47;1910.25,671.84;1853.01,652.09;1834,648.69;1828.29,670.93;1844.86,695.85;1849.01,689.25;1896.92,704.73
1040	310060000	15	70942	1167.91,1262.91;1721.06,667.02;1711.08,685.95;1736.16,715.81;1721.11,729.86;1721.76,756.98;1748.47,742.23;1767.19,723.87;1779.59,732.84;1781.45,708.63;1763.47,696.27;1747.92,681.06;1756.56,670.9;1778.71,667.99;1788.45,683;1804.42,673.43;1801.26,651.21;1792.93,640.21;1745.59,651.18;1731.61,658.03
1041	310060000	14	70943	1094.83,1204.83;1820.48,908.3;1827,907.19;1853.25,892.69;1857.55,870.18;1844.95,872.03;1842.26,873.97;1839.08,875.61;1824.01,880.51;1814.46,889.55;1813.33,902.92
1042	310060000	13	70944	1168.28,1273.28;1734.14,871.04;1728.73,863.67;1751.57,843.01;1754.91,831.88;1750.17,822.38;1729.51,794.38;1722.16,818.56;1733.29,832.03;1701.78,853.35;1698.68,861.86;1710.92,881.72;1737.85,898.31;1778.54,908.2;1774.65,923.46;1792.49,929.34;1798.09,909.03;1798.31,890.87;1784.59,882.42
1043	310060000	6	70945	1118.92,1244.92;1748.96,760.34;1750.44,779.89;1763.11,799.69;1782.54,816.31;1813.38,827.64;1843.22,829.76;1863.25,816.91;1867.24,789.11;1871.04,769.16;1868.62,747.67;1842.27,734.83;1816.97,732.06;1796.91,729.66;1783.95,734.61;1758.61,743.27
1044	310060000	2	70946	1383.75,1399.75;1750.71,801.54;1745.5,813.76;1753.67,815.98;1758.67,814.13;1763.82,811.65;1765.96,808.83;1768.17,800.68;1767.68,793.8;1766.24,790.17;1770.16,789.12;1770.29,777.09;1763.42,778.49;1761.84,779.26;1754.61,786.67;1755.5,800.41
1045	310060000	1	70947	0.1,2500.1;656,-561;634.22,2042.7;3641.84,2105.07;3680.45,-654.06
1046	310060000	5	70948	1185.12,1237.12;2070.3,725.13;2055.94,721.67;2035.41,726.63;2020.19,738.83;2002.21,735.3;1975.79,741.85;1965.76,764.86;1972.2,790.47;1998.47,801.3;2022.74,799.69;2044.72,791.4;2059.89,779.62;2063.46,769.69;2075.37,755.99;2076.27,739.99
1047	310060000	0	70949	1083.66,1271.76;1914.15,678.53;1900.69,703.87;1823.89,736.73;1780.74,731.58;1736.8,750.58;1738.78,796.5;1785.5,822.63;1811.23,827.38;1848.83,833.71;1865.46,818.67;1901.88,836.48;1917.32,843.21;1950.97,825.4;1960.47,819.46;1977.1,832.92;1979.47,850.34;1985.01,868.15;1968.39,902.6;1948.59,927.54;1933.16,928.33;1888.42,926.74;1863.88,924.76;1832.6,909.72;1815.19,911.7;1792.62,930.31;1774.41,923.18;1770.85,910.91;1736.41,897.84;1710.68,881.61;1698.8,861.82;1701.57,838.86;1667.53,806.79;1639.02,791.28;1632.56,747.61;1663.57,744.64;1695.24,710.6;1707.11,705.06;1711.07,686.05;1723.08,666.29;1747.49,650.43;1793.41,639.74;1831.42,647.65;1853.98,651.61;1878.52,665.07
1048	310060000	8	70950	1080.42,1138.42;1912.45,884.73;1908.12,890.21;1908.01,920.86;1932.95,934.18;1952.85,930.7;1972.66,900.28;1990.52,869.22;1986.67,853.21;1980.39,836.27;1970.41,823.03;1960.71,818.61;1949.86,820.84;1942.01,828.64;1941.59,847.67;1947.04,849.07;1933.92,860.44;1917.27,873.94
1049	310060000	11	70951	1159.9,1214.9;1784.56,830.78;1768.71,851.08;1768.53,875.59;1782.17,885.34;1780.73,890.34;1798.08,895.61;1800.4,890.58;1808.29,888.45;1819.9,888.95;1827.18,884.29;1843.18,878.57;1831.74,865.23;1832.79,849.37;1828.62,834.85;1803.22,825.93
1050	310060000	7	70952	1177.75,1232.75;1855.37,848.75;1849.27,861.48;1851.43,873.7;1847.24,891.87;1851.31,905.63;1861.58,916.85;1877.3,915.9;1876.77,909.61;1887.18,889.51;1904.13,893.4;1926.94,888.23;1938.77,871.64;1940.38,851.97;1933.56,835.55;1912.84,824.82;1893.53,827.24
1051	310060000	9	70953	1078.19,1142.19;1851.22,910.1;1863.01,925.06;1891.54,926.96;1904.91,913.51;1916.04,884.65;1906.84,845.3;1906.1,830.79;1880.16,819.76;1862.29,823.68;1854.28,838.72;1849.01,869.88;1846.13,873.46;1843.21,897.01
1052	310060000	12	70954	1163.47,1218.47;1778.68,695.41;1780.47,715.42;1795.63,736.16;1822.31,736.18;1850.28,720.1;1854.2,685.31;1834.74,665.54;1811.46,672.03;1803.67,667.07;1784.52,676.42
1053	310060000	0	70955	1062.49,1168.92;1915.1,678.9;1982.15,701.54;1994.44,713.83;1992.86,730.86;1980.57,744.37;1971.45,767.02;1960.04,818.62;1945.12,827.92;1917.03,842.32;1902.29,835.82;1880.52,825.29;1865.6,818.1;1858.05,822.13;1851.56,815.46;1861.56,786.15;1873.32,768.07;1901.23,703.82
1054	310070000	4	70956	1217.73,1269.73;125.72,219.45;111.54,222.37;116.12,270.8;135.23,278.12;157.96,306.98;173.87,310.21;180.52,304.22;192.1,292.25;199.02,272.07;183.13,255.3;189.26,218.78;194.76,213.56;190.93,198.6;189.12,199.33;171.63,179.85;158.27,180.59;142.21,201.01
1055	310070000	3	70957	1370,1440;161.79,219.52;144.55,236.19;148.44,270.48;180.97,283.36;189.12,296.22;207.24,296.41;218.23,286.09;222.44,272.35;220.58,219.93;188.58,212.9
1056	310070000	10	70958	1074.16,1169.16;382.49,311.16;394.23,335.78;412.34,317.72;413.55,298.31;421.37,284.11;470.34,180.36;417.12,150.96;367.85,139.42;357.17,167.88;340.14,205.5;332.7,245.99;327.77,258.12;314.32,289.45;318.89,293.54;340.29,300.86;364.16,315.13
1057	310070000	16	70959	1083.47,1208.47;374.07,142.37;316.83,122.62;297.82,119.22;292.11,141.46;308.68,166.38;312.83,159.78;360.74,175.26
1058	310070000	15	70960	1167.91,1262.91;184.88,137.55;174.9,156.48;199.98,186.34;184.93,200.39;185.58,227.51;212.29,212.76;231.01,194.4;243.41,203.37;245.27,179.16;227.29,166.8;211.74,151.6;220.38,141.43;242.53,138.52;252.27,153.53;268.24,143.96;265.08,121.74;256.75,110.74;209.41,121.71;195.43,128.56
1059	310070000	14	70961	1094.83,1204.83;284.3,378.83;290.82,377.72;317.07,363.22;321.37,340.71;308.77,342.56;306.08,344.5;302.9,346.14;287.83,351.04;278.28,360.08;277.15,373.45
1060	310070000	13	70962	1168.28,1273.28;197.96,341.57;192.55,334.2;215.39,313.54;218.73,302.41;213.99,292.91;193.33,264.91;185.98,289.09;197.11,302.56;165.6,323.88;162.5,332.39;174.74,352.25;201.67,368.84;242.36,378.73;238.47,393.99;256.31,399.87;261.91,379.56;262.13,361.4;248.41,352.95
1061	310070000	6	70963	1118.92,1244.92;212.78,230.87;214.26,250.42;226.93,270.22;246.36,286.84;277.2,298.17;307.04,300.29;327.07,287.44;331.06,259.64;334.86,239.69;332.44,218.2;306.08,205.36;280.79,202.59;260.73,200.19;247.77,205.14;222.43,213.8
1062	310070000	2	70964	1383.75,1399.75;214.53,272.07;209.32,284.29;217.49,286.51;222.49,284.66;227.64,282.18;229.78,279.36;231.99,271.21;231.5,264.33;230.05,260.7;233.98,259.65;234.11,247.62;227.24,249.02;225.66,249.79;218.43,257.2;219.32,270.94
1063	310070000	1	70965	0.1,2500.1;-469.28,-929.23;-498.34,1563.14;2283.5,1654.65;2253.44,-418.83
1064	310070000	5	70966	1185.12,1237.12;534.12,195.66;519.76,192.2;499.23,197.16;484.01,209.36;466.03,205.83;439.61,212.38;429.58,235.39;436.02,261;462.28,271.83;486.56,270.22;508.54,261.93;523.71,250.15;527.28,240.22;539.19,226.52;540.09,210.52
1065	310070000	8	70967	1080.42,1138.42;376.27,355.26;371.94,360.74;371.83,391.39;396.77,404.71;416.67,401.23;436.48,370.81;454.34,339.75;450.49,323.74;444.21,306.8;434.22,293.56;424.53,289.14;413.68,291.37;405.83,299.17;405.41,318.2;410.86,319.6;397.74,330.97;381.09,344.47
1066	310070000	11	70968	1159.9,1214.9;248.38,301.31;232.53,321.61;232.35,346.12;245.99,355.87;244.55,360.87;261.9,366.14;264.22,361.11;272.11,358.98;283.72,359.48;291,354.82;307,349.1;295.56,335.76;296.61,319.9;292.44,305.38;267.04,296.46
1067	310070000	7	70969	1177.75,1232.75;319.19,319.28;313.09,332.01;315.25,344.23;311.06,362.4;315.13,376.16;325.4,387.38;341.12,386.43;340.59,380.14;351,360.04;367.95,363.93;390.76,358.76;402.59,342.17;404.2,322.5;397.38,306.08;376.66,295.35;357.35,297.77
1068	310070000	9	70970	1078.19,1142.19;315.04,380.63;326.83,395.59;355.36,397.49;368.73,384.04;379.86,355.18;370.66,315.83;369.92,301.32;343.98,290.29;326.1,294.21;318.1,309.25;312.83,340.41;309.94,343.99;307.03,367.54
1069	310070000	12	70971	1163.47,1218.47;242.5,165.94;244.29,185.95;259.45,206.69;286.13,206.71;314.1,190.63;318.02,155.84;298.56,136.07;275.28,142.56;267.49,137.6;248.34,146.95
1070	310080000	1	70972	0.1,400.1;198,121.62;198.38,356.62;358.13,356.62;358.5,121.25
1071	310090000	20	70973	990,1005;526.04,563.42;549.88,579.47;563.12,558.84;539.63,543.22
1072	310090000	1	70974	981.75,1031.75;419.28,434.7;394.31,468.3;378.06,500.82;340.23,539.61;373.5,560.65;399.03,596.8;420.52,545.3;416.65,511.77;422.28,486.51;456.14,480.06;473.66,452.04;497.72,457.9;521.78,452.04;503.42,430.77;538.69,433.18;543.9,450.74;562.91,457.6;575.78,515.7;580.44,538.99;545.17,591.56;527.2,602.87;471.85,612.95;501.92,645.45;525.21,688.04;561.69,716.26;569.82,687.99;555.17,660.01;608.05,592.04;604.46,538.12;633.1,531.45;615.12,490.82;611.82,460.06;631.1,399.57;611.12,396.9;591.14,452.19;557.3,426.34;547.15,429.28;543.25,444.89;518.53,447.49;494.47,426.68;474.31,418.22;453.5,430.58
1073	310090000	10	70975	950,1014.5;461.9,481.34;459.73,494.54;457.17,523.71;466.48,552.45;499.45,567.46;519.37,565.37;529.07,555.64;532.2,557.22;536.43,551.07;535.79,542.31;517.64,546.45;516.06,552;510.41,554.5;503.04,545.29;489.2,538.61;480.47,536.57;474.6,530.81;476.93,524.06;473.45,512.9;472.9,491.93;481.22,478.47;488.02,479.3;493.69,470.7;488.68,466.22;486.79,463.08;470.43,468.79
1074	310090000	1	70976	343.6,2143.6;-711.41,-336.06;-736.96,1547.37;436.29,1819.86;1297.54,1569.7;1360.32,-383.73;446.88,-645.63
1075	310090000	30	70977	950,1005;494.84,463.02;480.5,484.22;474,506.89;477.45,521.36;487.35,533.2;496.99,544.43;518.85,547.54;538.12,545.12;545.86,545.66;564.61,530.41;570.68,507.95;564.03,480.2;551.61,463.6;521.42,452.33
1076	310100000	30	70978	1021.05,1033.05;484.4,361.69;507.28,370.26;498.96,395.25;492.1,392.97;491.06,395.62;482.94,392.71;484.05,390.76;476.51,388.54
1077	310100000	20	70979	980,1031.7;402.6,398.08;396.73,417.44;398.14,432.95;404.39,446.9;414.84,458.63;430.53,467.37;447.63,469.1;460.61,462.3;508.39,453.47;510.31,430.02;504.77,408.48;492.5,395.68;486.59,392.51;474.2,383.49;458.23,376.3;443.33,373.99;425.33,376.87;410.89,386.21
1078	310100000	1	70980	343.6,2143.6;-711.41,-336.06;-736.96,1547.37;436.29,1819.86;1297.54,1569.7;1360.32,-383.73;446.88,-645.63
1079	310100000	40	70981	1021.05,1038.46;488.66,424.34;493.8,415.82;472.05,405.09;477.89,392.48;491.28,396.63;504.87,409.79;505.66,425.49;503.43,442.01;486.47,439.47
1080	310100000	1	70982	954.54,1044.54;335.69,405.94;356.59,475.12;414.43,493.63;450.14,537.24;543.85,521.14;585.71,391.61;522.77,372.05;516.83,407.13;515.62,458.64;435.69,479.52;396.26,452.99;387.25,434.82;398.21,386.84;431.1,367.07;461.01,367.09;483.91,350.13;516.79,372.05;508.29,401.56;577.53,415.12;594.81,464.08;592.77,510.95;599.9,524.2;638.54,525.6;652.9,466.11;623.34,413.12;656.97,342.81;637.61,325.48;585.64,340.77;522.05,328.27;493.92,286.76;461.18,313.95;418.51,344.84;392.01,331.6;358.38,372.36
1081	310110000	12	70983	130,250;536.24,188.26;535.92,281.5;506.57,294.86;506.69,306.5;511.22,311.05;595.57,311.31;611.67,280.15;718.38,280.06;720.36,189.12;672.67,186.12;659.85,186.12;611.57,187.86
1082	310110000	1	70984	0.1,400.1;213.15,78.28;210.94,903.17;796.79,907.01;801.21,79.54;693.3,79.47;688.96,183.6;602.39,182.78;603.54,79.07
1083	310110000	17	70985	130,250;424.29,668.51;424.77,696.75;449.74,707.94;463.62,707.85;484.01,697.01;483.89,669.22;469.35,652.07;440.8,652.78
1084	310110000	1	70986	130,250;611.49,117.85;611.91,187.66;671.09,188.39;686.16,188.68;685.76,117.98
1085	310110000	53	70987	160,230;434.07,513.25;450.29,496.76;455.33,498.74;462.65,491.82;459.78,485.1;475.53,467.78;521.63,513.71;477.11,559.22;458.5,540.45;461.66,533.14;454.15,526.12;447.62,528.1
1086	310110000	2	70988	100,180;425.87,669.04;425.63,695.83;448.77,705.99;449.04,713.23;457.41,714.29;449.14,713.52;449.83,720.99;434.74,738.77;426.39,748.86;424.37,762.89;424.47,791.06;440.52,808.56;442.5,854.9;466.63,855;466.62,809.22;487.08,806.34;493.62,794.71;494.81,757.37;462.71,721.76;463.27,713.33;457.5,714.38;463.37,713.04;463.98,706.59;483.47,696.58;482.85,669.93;469.26,653.58;441.66,653.83
1087	310110000	52	70989	160,230;339.08,477.15;339.77,537.52;386.55,537.54;387.84,535.04;397.7,534.67;398.23,537.77;417.11,539.07;416.42,476.12;385.69,476.87;384.15,479.21;375.87,479.58;374.2,476.65
1088	310110000	10	70990	110,360;566.78,387.62;566.38,485.73;568.59,485.73;568.59,496.42;566.47,496.42;566.46,581.67;752.51,582.38;752.45,387.54
1089	310110000	51	70991	160,230;280.95,463.55;234.51,510.91;282.85,560.1;299.76,542.58;299.39,534.88;306.82,528.06;314.99,527.66;330.19,512.56;314.79,497.55;306.54,497.33;299.85,490.38;300.1,483.34
1090	310110000	54	70992	175,225;354.26,713.14;353.94,789.97;428.01,789.23;431.67,714.39;399.02,711.74;397.49,716.62;387.64,716.85;385.7,711.99
1091	310120000	1	70993	179.9,240;199,206;205,298;263,325;319,310;321,241;324,201;286,184;255,196
1092	310120000	1	70994	0.1,1000.1;-35.88,-96;-33.88,578.88;709.5,576.5;721.25,-95.13
1093	320010000	1	70995	179.9,240;199,206;205,298;263,325;319,310;321,241;324,201;286,184;255,196
1094	320010000	1	70996	0.1,1000.1;-35.88,-96;-33.88,578.88;709.5,576.5;721.25,-95.13
1095	320020000	1	70997	179.9,240;199,206;205,298;263,325;319,310;321,241;324,201;286,184;255,196
1096	320020000	1	70998	0.1,1000.1;-35.88,-96;-33.88,578.88;709.5,576.5;721.25,-95.13
1097	320030000	1	70999	0.1,800.1;-587,-789;-585.02,1265.25;1055.41,1265.25;1055.41,-789
1098	320030000	1	71000	180,250;196.41,229.96;193.81,268.6;206.45,289.75;265.61,306.43;288.03,293.87;299.47,258.35;298.52,213.09;233.07,187.62
1099	320040000	1	71001	0.1,800.1;-587,-789;-585.02,1265.25;1055.41,1265.25;1055.41,-789
1100	320040000	1	71002	180,250;196.41,229.96;193.81,268.6;206.45,289.75;265.61,306.43;288.03,293.87;299.47,258.35;298.52,213.09;233.07,187.62
1101	320050000	1	71003	0.1,2000.1;-1532.26,-124.83;-1560.15,1149.91;-1251.51,1988.79;-129.4,2255.1;787.17,2254.33;1560.25,1972.94;2019.19,1137.46;2033.82,-373.29;1597.8,-1214.32;9.28,-1643.44;-1033.88,-977.54
1102	320060000	0	71004	1115.24,1243.25;1757.5,743.13;1783.55,733.65;1824.22,737.51;1842.22,733.81;1870.04,748.12;1872.13,769.34;1860.39,786.7;1850.58,816.92;1843.99,829.62;1811.2,826.73;1782.1,817.41;1761.52,801.01;1748.98,780.43;1747.22,759.21
1103	320060000	4	71005	1217.73,1269.73;1661.9,748.92;1647.72,751.84;1652.3,800.27;1671.41,807.59;1694.14,836.45;1710.05,839.68;1716.7,833.69;1728.28,821.72;1735.2,801.54;1719.31,784.77;1725.44,748.25;1730.95,743.03;1727.11,728.07;1725.3,728.8;1707.81,709.32;1694.45,710.06;1678.39,730.48
1104	320060000	3	71006	1370,1435;1696.23,758.74;1694.67,779.36;1699.66,797.62;1717.15,812.83;1729.75,818.93;1737.99,815.89;1743.41,815.56;1754.42,815.56;1757.1,802.11;1753.45,758.46;1719.17,744.01
1105	320060000	10	71007	1074.16,1169.16;1918.68,840.63;1930.41,865.25;1948.52,847.19;1949.73,827.78;1957.55,813.58;2006.52,709.83;1953.3,680.43;1904.03,668.89;1893.35,697.35;1876.32,734.97;1868.88,775.46;1863.95,787.59;1850.5,818.92;1855.07,823.01;1876.48,830.33;1900.34,844.6
1106	320060000	16	71008	1083.47,1208.47;1910.25,671.84;1853.01,652.09;1834,648.69;1828.29,670.93;1844.86,695.85;1849.01,689.25;1896.92,704.73
1107	320060000	15	71009	1167.91,1262.91;1721.06,667.02;1711.08,685.95;1736.16,715.81;1721.11,729.86;1721.76,756.98;1748.47,742.23;1767.19,723.87;1779.59,732.84;1781.45,708.63;1763.47,696.27;1747.92,681.06;1756.56,670.9;1778.71,667.99;1788.45,683;1804.42,673.43;1801.26,651.21;1792.93,640.21;1745.59,651.18;1731.61,658.03
1108	320060000	14	71010	1094.83,1204.83;1820.48,908.3;1827,907.19;1853.25,892.69;1857.55,870.18;1844.95,872.03;1842.26,873.97;1839.08,875.61;1824.01,880.51;1814.46,889.55;1813.33,902.92
1109	320060000	13	71011	1168.28,1273.28;1734.14,871.04;1728.73,863.67;1751.57,843.01;1754.91,831.88;1750.17,822.38;1729.51,794.38;1722.16,818.56;1733.29,832.03;1701.78,853.35;1698.68,861.86;1710.92,881.72;1737.85,898.31;1778.54,908.2;1774.65,923.46;1792.49,929.34;1798.09,909.03;1798.31,890.87;1784.59,882.42
1110	320060000	6	71012	1118.92,1244.92;1748.96,760.34;1750.44,779.89;1763.11,799.69;1782.54,816.31;1813.38,827.64;1843.22,829.76;1863.25,816.91;1867.24,789.11;1871.04,769.16;1868.62,747.67;1842.27,734.83;1816.97,732.06;1796.91,729.66;1783.95,734.61;1758.61,743.27
1111	320060000	2	71013	1383.75,1399.75;1750.71,801.54;1745.5,813.76;1753.67,815.98;1758.67,814.13;1763.82,811.65;1765.96,808.83;1768.17,800.68;1767.68,793.8;1766.24,790.17;1770.16,789.12;1770.29,777.09;1763.42,778.49;1761.84,779.26;1754.61,786.67;1755.5,800.41
1112	320060000	1	71014	0.1,2500.1;656,-561;634.22,2042.7;3641.84,2105.07;3680.45,-654.06
1113	320060000	5	71015	1185.12,1237.12;2070.3,725.13;2055.94,721.67;2035.41,726.63;2020.19,738.83;2002.21,735.3;1975.79,741.85;1965.76,764.86;1972.2,790.47;1998.47,801.3;2022.74,799.69;2044.72,791.4;2059.89,779.62;2063.46,769.69;2075.37,755.99;2076.27,739.99
1114	320060000	0	71016	1083.66,1271.76;1914.15,678.53;1900.69,703.87;1823.89,736.73;1780.74,731.58;1736.8,750.58;1738.78,796.5;1785.5,822.63;1811.23,827.38;1848.83,833.71;1865.46,818.67;1901.88,836.48;1917.32,843.21;1950.97,825.4;1960.47,819.46;1977.1,832.92;1979.47,850.34;1985.01,868.15;1968.39,902.6;1948.59,927.54;1933.16,928.33;1888.42,926.74;1863.88,924.76;1832.6,909.72;1815.19,911.7;1792.62,930.31;1774.41,923.18;1770.85,910.91;1736.41,897.84;1710.68,881.61;1698.8,861.82;1701.57,838.86;1667.53,806.79;1639.02,791.28;1632.56,747.61;1663.57,744.64;1695.24,710.6;1707.11,705.06;1711.07,686.05;1723.08,666.29;1747.49,650.43;1793.41,639.74;1831.42,647.65;1853.98,651.61;1878.52,665.07
1115	320060000	8	71017	1080.42,1138.42;1912.45,884.73;1908.12,890.21;1908.01,920.86;1932.95,934.18;1952.85,930.7;1972.66,900.28;1990.52,869.22;1986.67,853.21;1980.39,836.27;1970.41,823.03;1960.71,818.61;1949.86,820.84;1942.01,828.64;1941.59,847.67;1947.04,849.07;1933.92,860.44;1917.27,873.94
1116	320060000	11	71018	1159.9,1214.9;1784.56,830.78;1768.71,851.08;1768.53,875.59;1782.17,885.34;1780.73,890.34;1798.08,895.61;1800.4,890.58;1808.29,888.45;1819.9,888.95;1827.18,884.29;1843.18,878.57;1831.74,865.23;1832.79,849.37;1828.62,834.85;1803.22,825.93
